"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","intro","joaff5","joagg5","joinc5","jonon4","jonon5","jorew4","jorew5","joself4","joself5","josex4","josex5","imgaff1","imgaff2","imgagg1","imgagg2","imginc1","imginc2","imgnon1","imgnon2","imgrew1","imgrew2","imgsex1","imgsex2","vidaff5","vidaff4","vidagg3","vidagg4","vidinc3","vidinc4","vidnon3","vidnon4","vidrew3","vidself3","vidsex2","vidsex3","attention_check","cheerfulness_1","cheerfulness_4","cheerfulness_5","cheerfulness_6","cheerfulness_7","cheerfulness_8","cheerfulness_9","cheerfulness_10","cheerfulness_11","cheerfulness_12","cheerfulness_13","cheerfulness_14","cheerfulness_15","cheerfulness_16","cheerfulness_17","cheerfulness_19","cheerfulness_20","cheerfulness_21","cheerfulness_23","cheerfulness_24","gender","age","techissues","vidaudCHECK","comment"
"2021-01-28 03:16:50","2021-01-28 03:33:16","0","IP1.72106336315054","100","985","1","2021-01-28 03:33:16","ID0.535039124600442","","","","","-33.91400146484375","18.41290283203125","anonymous","EN","4","6","7","7","1","6","1","1","5","1","2","7","7","1","7","7","7","5","4","1","6","6","7","7","6","7","7","2","1","2","2","5","7","2","7","7","3","2","3","4","4","2","2","3","3","2","2","3","3","3","3","2","2","3","3","2","2","5","24","1","1","Nice study, got some laughs out of it"
"2021-01-28 03:19:34","2021-01-28 03:33:19","0","IP0.31173474467586","100","824","1","2021-01-28 03:33:19","ID0.843652986472987","","","","","51.5876007080078125","0.60479736328125","anonymous","EN","4","2","5","3","1","2","2","4","1","2","3","6","5","3","6","3","5","3","4","1","4","4","5","5","1","6","3","2","3","5","1","4","1","1","6","3","3","2","2","2","2","2","2","2","2","2","2","1","2","3","3","2","2","2","2","2","2","4","53","1","1",""
"2021-01-28 03:15:28","2021-01-28 03:33:20","0","IP1.16575922501291","100","1071","1","2021-01-28 03:33:20","ID0.0531359234729375","","","","","51.9884033203125","0.1587066650390625","anonymous","EN","4","5","5","5","1","2","6","3","2","7","6","5","6","7","6","5","5","3","4","2","1","1","3","5","1","1","5","7","2","2","7","6","4","1","5","1","3","4","2","2","2","2","2","2","2","4","2","2","4","3","1","3","2","3","3","4","4","5","34","1","1","Interesting perception to all of this, how others may see some comedy. The videos, I have found, depends on if the presenter is relatable or not"
"2021-01-28 03:20:33","2021-01-28 03:33:23","0","IP2.16248047104265","100","770","1","2021-01-28 03:33:24","ID2.64924094583014","","","","","-33.8408966064453125","18.6566009521484375","anonymous","EN","4","6","2","1","1","1","1","3","1","6","5","1","2","6","2","1","7","3","7","1","7","1","6","7","1","7","2","6","1","7","2","7","1","7","7","1","3","3","3","2","4","4","2","4","3","3","4","2","2","4","4","3","2","2","2","3","3","4","28","1","1",""
"2021-01-28 03:16:26","2021-01-28 03:33:28","0","IP2.27802064663091","100","1021","1","2021-01-28 03:33:28","ID1.23869431342961","","","","","51.5751953125","0.1875","anonymous","EN","4","5","5","6","4","4","5","4","5","4","3","4","6","4","5","5","4","5","6","3","3","4","5","5","4","6","4","5","4","4","5","5","5","2","5","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","4","33","1","1","I like all those funniest jokes. THANKS FOR MAKING ME HAPPY"
"2021-01-28 03:19:01","2021-01-28 03:33:28","0","IP-0.563775048861171","100","867","1","2021-01-28 03:33:29","ID0.169066444676568","","","","","51.4506072998046875","0.1475067138671875","anonymous","EN","4","4","5","5","1","4","7","6","1","6","5","6","4","5","6","5","7","3","1","4","6","3","7","2","2","5","6","5","5","5","3","6","4","6","2","2","3","2","3","3","4","4","2","4","4","3","4","3","2","3","4","4","4","3","3","2","2","4","49","1","1",""
"2021-01-28 03:13:56","2021-01-28 03:33:30","0","IP0.408901915152421","100","1173","1","2021-01-28 03:33:30","ID1.0317869993224","","","","","53.798492431640625","-0.3267059326171875","anonymous","EN","4","4","1","2","1","2","2","1","1","5","1","4","5","4","2","1","2","4","3","6","5","2","6","1","1","3","1","1","1","3","6","5","1","1","6","1","3","1","2","3","1","2","2","3","3","4","4","1","2","4","3","3","2","1","3","3","1","4","32","1","1",""
"2021-01-28 03:22:28","2021-01-28 03:33:31","0","IP-2.24711199002858","100","662","1","2021-01-28 03:33:31","ID-1.06604052198788","","","","","54.87060546875","-2.9459991455078125","anonymous","EN","4","3","3","3","2","2","1","4","2","3","2","3","4","2","3","2","3","1","2","1","2","1","3","1","2","2","1","1","2","3","3","4","2","3","3","1","3","1","2","2","2","2","2","2","3","3","2","2","2","3","3","2","2","2","1","3","2","5","35","1","1",""
"2021-01-28 03:20:38","2021-01-28 03:33:31","0","IP1.00097698747161","100","773","1","2021-01-28 03:33:32","ID0.805718122363426","","","","","50.7655029296875","-1.90960693359375","anonymous","EN","4","5","6","5","6","4","4","6","1","5","5","7","6","6","5","3","4","3","4","3","5","2","7","4","4","2","3","4","5","4","2","4","1","2","2","1","3","2","2","3","2","3","2","4","3","3","3","2","3","3","3","3","2","2","4","3","3","4","62","1","1",""
"2021-01-28 03:21:12","2021-01-28 03:33:32","0","IP2.21982533756481","100","740","1","2021-01-28 03:33:33","ID0.292758534976155","","","","","51.4674072265625","-0.3556060791015625","anonymous","EN","4","1","1","1","1","2","2","3","1","5","5","3","6","1","5","1","1","1","4","4","1","1","2","1","1","1","1","3","3","3","1","1","1","3","5","1","3","3","3","4","3","2","4","3","4","3","3","4","3","4","3","2","3","2","3","4","3","5","20","1","1",""
"2021-01-28 03:21:00","2021-01-28 03:33:34","0","IP0.259377653620577","100","754","1","2021-01-28 03:33:35","ID-0.690352550339055","","","","","51.25390625","0.5326995849609375","anonymous","EN","4","1","5","1","1","1","5","5","1","1","2","2","5","5","5","1","1","2","6","2","4","5","2","5","2","4","6","4","5","1","2","1","1","2","2","2","3","3","3","3","4","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","4","40","1","1",""
"2021-01-28 03:22:25","2021-01-28 03:33:36","0","IP-0.428706244567818","100","671","1","2021-01-28 03:33:37","ID-0.89260915659076","","","","","53.678802490234375","-0.7230987548828125","anonymous","EN","4","5","4","3","3","5","4","4","4","3","4","6","7","5","7","5","5","4","5","3","3","3","4","3","2","5","2","5","1","5","4","5","3","3","4","3","3","2","3","3","3","3","3","3","3","3","4","2","3","3","2","3","3","3","3","3","2","5","27","1","1",""
"2021-01-28 03:18:29","2021-01-28 03:33:42","0","IP-0.445180699291936","100","913","1","2021-01-28 03:33:43","ID-1.05389387086166","","","","","51.716705322265625","-3.850006103515625","anonymous","EN","4","2","3","2","2","1","2","1","1","1","1","3","6","5","3","2","1","4","2","1","1","1","2","5","1","4","4","5","2","1","4","5","1","1","2","1","3","4","4","3","3","3","3","3","3","3","4","4","3","4","3","3","3","3","3","3","4","4","59","1","","good luck with your research"
"2021-01-28 03:19:46","2021-01-28 03:33:44","0","IP-0.0174085693578323","100","837","1","2021-01-28 03:33:44","ID0.918827042225175","","","","","52.9817047119140625","-2.1376953125","anonymous","EN","4","1","1","1","1","1","2","1","1","1","4","1","1","1","1","1","2","2","2","2","3","1","1","2","1","2","3","3","4","4","1","4","1","1","4","2","3","3","4","4","2","4","3","4","3","3","3","4","3","3","3","3","3","4","3","2","2","4","40","1","1",""
"2021-01-28 03:21:38","2021-01-28 03:33:46","0","IP-0.521904029751197","100","727","1","2021-01-28 03:33:46","ID0.267677384144587","","","","","53.48260498046875","-1.3025970458984375","anonymous","EN","4","4","6","5","1","2","5","3","2","1","5","6","5","4","4","1","2","5","3","6","3","3","6","5","2","5","3","5","4","2","6","5","2","2","4","1","3","3","2","3","2","2","2","2","3","2","3","2","3","3","3","2","2","2","3","3","2","4","33","1","1",""
"2021-01-28 03:15:48","2021-01-28 03:33:48","0","IP-0.161094186895801","100","1079","1","2021-01-28 03:33:48","ID1.75531825314841","","","","","51.4022979736328125","0.045806884765625","anonymous","EN","4","3","3","3","2","1","2","4","1","1","4","2","5","2","3","3","6","4","3","1","3","3","5","5","1","4","5","6","6","5","4","7","3","2","5","1","3","2","2","3","3","2","2","2","3","2","3","2","2","3","3","3","2","2","2","2","3","4","37","1","1",""
"2021-01-28 03:23:25","2021-01-28 03:33:58","0","IP-0.0943302988185459","100","632","1","2021-01-28 03:33:58","ID0.995198041514196","","","","","52.9875030517578125","-2.1802978515625","anonymous","EN","4","1","3","5","2","4","2","2","2","4","2","4","5","4","5","5","4","3","4","5","3","3","5","2","4","1","2","5","3","2","5","2","2","4","4","5","3","1","2","2","2","3","2","3","3","3","4","2","3","2","2","2","1","1","3","3","3","4","35","1","1","N/A"
"2021-01-28 03:18:17","2021-01-28 03:34:02","0","IP0.31098438802415","100","944","1","2021-01-28 03:34:02","ID-0.760760909121213","","","","","51.96380615234375","1.351104736328125","anonymous","EN","4","3","6","4","1","1","3","1","1","1","2","5","5","1","5","1","1","3","1","1","1","2","2","2","1","1","4","1","1","1","1","1","1","1","1","1","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","4","55","2","1",""
"2021-01-28 03:13:34","2021-01-28 03:34:02","0","IP0.437596206153837","100","1228","1","2021-01-28 03:34:03","ID0.829301737477496","","","","","54.9958038330078125","-1.689697265625","anonymous","EN","4","2","4","3","6","4","2","5","1","2","5","2","3","4","3","1","6","3","2","1","4","3","5","2","1","5","2","2","3","3","1","4","2","1","6","2","3","3","3","4","3","2","3","4","4","2","4","3","2","3","4","1","3","2","3","3","3","4","34","1","1",""
"2021-01-28 03:22:58","2021-01-28 03:34:04","0","IP-0.180668128730005","100","666","1","2021-01-28 03:34:05","ID1.68418069179759","","","","","53.48089599609375","-2.237396240234375","anonymous","EN","4","5","5","1","1","1","4","1","1","1","1","4","1","4","1","1","1","4","1","1","2","1","4","4","1","4","4","1","4","4","5","4","4","4","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","41","1","1",""
"2021-01-28 03:22:17","2021-01-28 03:34:06","0","IP-0.712260342194179","100","708","1","2021-01-28 03:34:06","ID-0.430324155779926","","","","","55.86700439453125","-4.2621002197265625","anonymous","EN","4","3","1","2","4","2","2","3","1","2","1","1","3","2","3","4","6","5","4","1","6","5","5","1","2","6","4","5","5","4","5","3","6","3","5","2","3","3","3","3","2","3","3","3","4","3","3","3","4","4","3","4","3","3","3","4","3","4","45","1","1","Why so much sexist and mysogenistic content? Maybe it’s part of the study..."
"2021-01-28 03:19:54","2021-01-28 03:34:14","0","IP0.300658298594591","100","860","1","2021-01-28 03:34:15","ID1.19236898306179","","","","","52.9452972412109375","-1.49530029296875","anonymous","EN","4","3","6","6","5","3","7","6","5","3","6","5","7","6","5","6","1","3","7","1","5","5","5","5","1","1","5","4","4","4","1","1","3","1","6","1","3","2","2","3","2","2","2","3","3","3","3","2","2","3","3","3","2","2","2","3","2","5","50","2","1","Sound was inconsistent. Some were almost inaudible while others were too loud. Good job I'm working from home :)"
"2021-01-28 03:21:23","2021-01-28 03:34:14","0","IP0.809434649302876","100","771","1","2021-01-28 03:34:15","ID-0.886025696963184","","","","","52.1833038330078125","-2.8000030517578125","anonymous","EN","4","2","2","3","2","1","3","1","1","1","4","5","5","4","5","1","5","4","5","3","2","4","5","4","1","4","7","6","6","4","2","4","2","2","6","1","3","3","3","2","3","3","3","3","4","3","3","3","3","3","4","3","3","3","4","3","3","4","41","1","1",""
"2021-01-28 03:21:13","2021-01-28 03:34:15","0","IP-0.509090686010469","100","782","1","2021-01-28 03:34:16","ID0.523286601776002","","","","","50.3800048828125","-3.9076995849609375","anonymous","EN","4","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","3","1","1","2","1","3","1","2","1","1","1","1","3","1","3","2","3","3","3","3","3","4","3","3","4","3","2","4","4","3","2","2","3","3","3","4","54","1","1",""
"2021-01-28 03:21:36","2021-01-28 03:34:23","0","IP-1.50892925106352","100","766","1","2021-01-28 03:34:23","ID0.999920466055727","","","","","50.8058013916015625","-0.389801025390625","anonymous","EN","4","5","6","6","1","5","1","5","1","1","5","5","4","6","6","2","7","5","1","1","4","4","4","5","2","5","1","2","2","2","2","4","4","1","6","1","3","3","4","3","3","4","3","4","3","3","3","3","3","4","4","2","3","3","3","3","3","4","32","1","1",""
"2021-01-28 03:23:57","2021-01-28 03:34:25","0","IP1.13379405947322","100","627","1","2021-01-28 03:34:25","ID-0.270761982514933","","","","","51.9049072265625","0.9185943603515625","anonymous","EN","4","3","6","5","2","6","5","2","1","5","3","4","6","6","6","1","4","7","6","2","7","3","7","6","3","4","5","6","4","5","2","4","4","7","6","3","3","3","4","3","4","3","3","4","3","3","4","4","3","3","3","3","3","3","3","3","3","4","33","1","1",""
"2021-01-28 03:22:13","2021-01-28 03:34:32","0","IP0.785628294191842","100","738","1","2021-01-28 03:34:32","ID0.251035516635414","","","","","53.3975067138671875","-2.92059326171875","anonymous","EN","4","3","7","5","5","1","1","6","1","5","7","7","4","6","5","1","6","2","1","1","6","5","5","1","7","5","1","2","7","7","3","1","1","1","7","1","3","2","3","4","2","3","3","4","3","2","3","3","2","3","3","2","3","3","3","2","3","4","41","1","1",""
"2021-01-28 03:22:44","2021-01-28 03:34:35","0","IP1.63267383883237","100","711","1","2021-01-28 03:34:36","ID0.717700486203547","","","","","50.7310028076171875","-1.9530029296875","anonymous","EN","4","1","3","3","3","3","3","3","2","2","5","4","4","3","4","3","5","2","5","4","3","2","2","3","3","3","3","5","2","4","4","3","3","3","4","2","3","2","2","3","2","2","3","3","3","2","4","2","2","3","3","1","2","3","2","4","3","4","18","1","1",""
"2021-01-28 03:22:50","2021-01-28 03:34:46","0","IP1.04851220294089","100","716","1","2021-01-28 03:34:46","ID0.379293306717713","","","","","51.62109375","-3.3704071044921875","anonymous","EN","4","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","3","1","4","1","1","1","1","1","3","1","1","1","1","2","1","1","2","3","1","1","1","1","2","1","1","1","1","1","1","5","44","1","1",""
"2021-01-28 03:13:13","2021-01-28 03:34:50","0","IP0.962636747851274","100","1297","1","2021-01-28 03:34:51","ID0.644338852756832","","","","","53.50390625","-1.021697998046875","anonymous","EN","4","1","2","2","1","3","1","3","3","2","4","3","2","2","1","1","4","1","4","1","3","3","2","1","2","2","2","2","3","1","1","2","2","2","3","1","3","2","2","3","3","3","2","3","3","3","3","2","2","2","2","3","2","2","3","3","2","4","18","2","1",""
"2021-01-28 03:19:35","2021-01-28 03:34:51","0","IP0.341695445337319","100","915","1","2021-01-28 03:34:51","ID-1.25953440399089","","","","","34.0796966552734375","-83.93280029296875","anonymous","EN","4","3","2","5","1","1","2","1","1","2","4","4","5","6","4","5","4","5","5","1","6","6","5","5","2","4","4","4","5","3","4","4","3","3","7","2","3","3","4","3","4","3","4","4","3","3","4","4","3","4","3","3","4","4","4","4","4","4","39","1","1",""
"2021-01-28 03:22:26","2021-01-28 03:34:51","0","IP0.836484530774296","100","745","1","2021-01-28 03:34:51","ID0.285079664060085","","","","","51.57470703125","-1.7823028564453125","anonymous","EN","4","2","5","3","1","1","4","1","2","2","4","4","2","3","2","1","2","3","2","1","2","1","3","2","2","2","1","3","4","6","4","1","1","2","1","1","3","3","3","3","3","3","3","3","3","3","2","2","3","3","3","3","3","2","3","2","3","4","58","1","1",""
"2021-01-28 03:21:59","2021-01-28 03:34:52","0","IP0.360946626421431","100","773","1","2021-01-28 03:34:52","ID0.807373690729134","","","","","50.6699981689453125","-1.1869049072265625","anonymous","EN","4","5","5","4","2","3","3","1","1","3","4","6","5","4","5","4","5","1","1","5","6","5","6","6","3","5","5","1","1","3","1","2","5","1","6","3","3","4","4","3","4","3","4","4","4","3","3","4","3","3","4","4","3","4","4","2","3","4","37","1","1",""
"2021-01-28 03:21:21","2021-01-28 03:34:53","0","IP1.4638896488773","100","811","1","2021-01-28 03:34:54","ID1.94906204780058","","","","","52.9994049072265625","-1.131805419921875","anonymous","EN","4","1","6","4","4","4","5","4","2","5","4","5","3","3","4","4","6","3","6","3","1","6","5","2","1","1","5","7","2","5","1","5","2","4","7","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","3","3","3","5","30","1","1",""
"2021-01-28 03:22:29","2021-01-28 03:35:09","0","IP-0.349432674564602","100","760","1","2021-01-28 03:35:09","ID-0.0160821631436572","","","","","52.585205078125","-0.235992431640625","anonymous","EN","4","3","6","3","2","3","6","4","2","4","4","6","5","6","5","5","6","5","5","5","4","6","6","6","1","1","7","2","5","6","5","5","2","6","5","1","3","3","2","3","3","3","2","3","4","3","3","2","2","4","4","3","3","2","4","2","2","4","44","2","3","I had an issue with one video not loading in the middle"
"2021-01-28 03:23:29","2021-01-28 03:35:10","0","IP0.351058712113172","100","701","1","2021-01-28 03:35:10","ID-1.14118416487055","","","","","51.49639892578125","-0.122406005859375","anonymous","EN","4","1","4","5","1","2","4","5","1","4","6","2","6","6","2","2","6","5","5","1","2","2","6","2","1","6","3","3","2","2","2","1","2","2","3","1","3","4","3","3","3","2","3","3","4","3","3","2","3","3","3","3","3","2","4","3","3","4","47","1","1",""
"2021-01-28 03:22:27","2021-01-28 03:35:15","0","IP0.659686238704131","100","767","1","2021-01-28 03:35:15","ID-0.629372893119769","","","","","53.8258056640625","-1.5204925537109375","anonymous","EN","4","1","1","1","1","1","1","1","1","2","1","4","1","1","1","1","1","3","6","3","2","3","1","1","1","1","1","1","1","1","1","1","2","4","3","1","3","4","4","4","3","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","21","1","1",""
"2021-01-28 03:22:04","2021-01-28 03:35:16","0","IP0.755588866105586","100","791","1","2021-01-28 03:35:16","ID-1.38436555151173","","","","","51.2754058837890625","-2.7765960693359375","anonymous","EN","4","6","5","3","4","3","4","3","4","3","6","4","5","6","3","1","4","6","2","4","4","6","5","3","2","7","3","5","4","4","2","5","5","1","5","3","3","2","3","3","2","2","3","3","3","2","3","3","2","3","3","2","2","3","3","3","3","4","42","1","1","I have enjoyed this survey"
"2021-01-28 03:23:41","2021-01-28 03:35:21","0","IP-1.18396645511205","100","699","1","2021-01-28 03:35:21","ID-0.521709332376777","","","","","51.670196533203125","-3.2068023681640625","anonymous","EN","4","6","7","6","5","6","6","3","6","4","5","5","6","6","6","3","6","6","4","5","4","6","6","3","1","6","4","4","2","1","4","6","3","5","7","6","3","2","2","2","3","3","2","3","3","3","3","2","3","3","3","2","2","2","3","2","2","4","29","1","1",""
"2021-01-28 03:22:14","2021-01-28 03:35:34","0","IP1.3889501988623","100","800","1","2021-01-28 03:35:35","ID0.60329199437064","","","","","51.4720001220703125","-0.22039794921875","anonymous","EN","4","1","3","5","2","2","2","1","4","3","5","6","5","1","4","5","5","3","3","5","5","4","5","4","3","4","3","5","4","2","2","3","4","3","6","5","3","3","3","2","2","4","2","4","3","2","4","3","4","3","2","3","4","3","3","3","2","4","25","1","1",""
"2021-01-28 03:20:42","2021-01-28 03:35:39","0","IP-0.304679024026034","100","897","1","2021-01-28 03:35:39","ID1.44490787948174","","","","","52.975006103515625","-6.0493927001953125","anonymous","EN","4","6","5","1","1","1","2","1","1","1","5","5","2","4","3","1","1","3","5","1","6","3","6","5","1","5","4","2","1","3","2","4","1","2","6","3","3","3","4","3","3","3","3","2","4","3","3","3","4","4","4","4","2","3","4","3","2","4","41","2","1",""
"2021-01-28 03:13:35","2021-01-28 03:35:46","0","IP0.33508268036443","100","1331","1","2021-01-28 03:35:47","ID0.0798971081391774","","","","","51.54150390625","-0.0601043701171875","anonymous","EN","4","2","2","1","3","4","1","3","2","1","2","2","4","4","2","1","2","2","1","1","4","5","3","2","2","3","3","5","3","5","6","3","3","2","4","1","3","2","2","3","4","3","2","2","3","3","4","2","3","3","3","3","1","2","3","4","2","4","35","1","1",""
"2021-01-28 03:22:06","2021-01-28 03:36:04","0","IP0.224219570294994","100","837","1","2021-01-28 03:36:04","ID-0.137760108718605","","","","","51.502593994140625","-0.0659942626953125","anonymous","EN","4","3","7","6","1","3","1","4","1","3","1","4","3","4","2","1","3","4","4","3","7","3","4","5","1","7","4","4","6","3","2","4","5","2","4","4","3","3","3","4","3","3","3","2","4","3","4","3","4","3","4","4","2","3","4","4","3","4","21","1","1",""
"2021-01-28 03:13:42","2021-01-28 03:36:15","0","IP-0.925979175474143","100","1352","1","2021-01-28 03:36:15","ID-0.700057290075378","","","","","-37.785797119140625","145.01568603515625","anonymous","EN","4","2","3","4","2","3","4","3","2","3","4","4","4","3","4","3","5","3","5","3","3","4","3","3","3","3","2","4","4","3","5","3","3","3","5","3","3","2","2","3","3","2","2","3","2","2","3","2","2","2","2","2","2","2","2","2","2","4","36","2","1",""
"2021-01-28 03:21:28","2021-01-28 03:36:18","0","IP-0.166226364331652","100","890","1","2021-01-28 03:36:19","ID-1.07493880504827","","","","","53.2895050048828125","-3.2566986083984375","anonymous","EN","4","2","1","2","2","3","1","4","2","1","2","2","2","3","2","2","3","4","4","1","5","2","3","2","2","3","2","6","5","2","3","3","3","4","3","1","3","3","3","3","3","3","3","3","3","2","3","3","2","3","4","3","2","2","3","3","3","4","28","1","1",""
"2021-01-28 03:21:59","2021-01-28 03:36:20","0","IP0.887195112369701","100","860","1","2021-01-28 03:36:20","ID-1.80106186046321","","","","","56.07110595703125","-3.7696075439453125","anonymous","EN","4","4","6","4","1","1","4","2","2","3","4","6","6","3","5","2","1","3","2","6","1","4","5","4","2","5","2","6","2","6","2","2","2","3","6","5","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","59","1","1",""
"2021-01-28 03:21:38","2021-01-28 03:36:22","0","IP0.0617392851348807","100","884","1","2021-01-28 03:36:22","ID-0.143637189772691","","","","","53.0619049072265625","-3.0276947021484375","anonymous","EN","4","2","4","1","1","1","5","1","1","2","2","4","3","1","4","1","1","3","4","1","1","1","4","3","1","2","1","4","2","1","2","3","1","2","5","1","3","3","3","3","4","4","3","4","3","1","4","3","3","3","3","2","4","3","3","2","3","4","38","1","1",""
"2021-01-28 03:21:04","2021-01-28 03:36:23","0","IP0.0731506633392967","100","918","1","2021-01-28 03:36:23","ID-0.534395718042641","","","","","52.54510498046875","-1.8809967041015625","anonymous","EN","4","1","4","5","3","2","5","2","1","3","2","5","6","2","2","2","5","1","2","5","1","5","4","5","2","4","4","5","2","3","3","4","4","3","5","2","3","2","3","3","4","4","2","3","3","4","3","3","4","4","3","4","3","3","4","4","3","5","43","1","1",""
"2021-01-28 03:21:56","2021-01-28 03:36:26","0","IP0.101613088502986","100","869","1","2021-01-28 03:36:26","ID0.443857411725078","","","","","-34.927398681640625","138.600494384765625","anonymous","EN","4","2","2","1","1","3","1","4","1","1","1","4","1","1","1","1","1","1","3","4","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","4","4","4","4","3","3","4","4","3","4","3","3","2","4","3","4","4","4","3","3","4","61","1","1","I've always been told I have a fantastic sense of humour and I do make people laugh, but after seeing the """"""""jokes"""""""" in this exercise I have to question what my sense of humour is!! Because really nothing presented to me here was funny!"
"2021-01-28 03:20:18","2021-01-28 03:36:33","0","IP-0.417160312872205","100","974","1","2021-01-28 03:36:33","ID1.99174971134446","","","","","51.42010498046875","-0.0782012939453125","anonymous","EN","4","3","2","6","1","1","2","5","2","5","4","4","5","1","6","2","7","2","5","3","1","2","3","4","1","2","4","7","6","1","4","7","6","1","2","1","3","2","2","4","4","3","1","1","3","3","3","2","3","3","3","3","2","1","3","4","3","5","25","1","1","no"
"2021-01-28 03:21:49","2021-01-28 03:36:42","0","IP1.37610438746292","100","893","1","2021-01-28 03:36:43","ID1.51764176112458","","","","","51.2174072265625","-1.7776947021484375","anonymous","EN","4","6","3","3","3","6","5","1","1","4","5","1","1","6","4","1","1","6","1","1","1","1","5","1","1","4","2","6","7","6","6","6","5","3","2","1","3","2","3","2","2","4","2","3","3","4","3","2","4","3","4","3","3","2","4","4","3","4","46","1","1",""
"2021-01-28 03:18:35","2021-01-28 03:37:13","0","IP0.560375999659343","100","1118","1","2021-01-28 03:37:13","ID1.57748464617044","","","","","50.9871063232421875","-4.2534942626953125","anonymous","EN","4","4","3","1","3","2","2","5","1","6","4","1","5","2","2","4","6","2","2","1","4","6","4","1","5","5","1","3","2","2","3","3","3","5","4","1","3","2","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","2","3","3","3","4","21","1","1",""
"2021-01-28 03:23:37","2021-01-28 03:37:18","0","IP-1.55045841868594","100","820","1","2021-01-28 03:37:18","ID1.75147013156177","","","","","51.5435028076171875","-0.1732940673828125","anonymous","EN","4","5","6","3","5","5","5","4","4","4","6","4","5","5","6","5","5","4","5","4","6","5","6","4","5","5","3","5","4","5","6","4","4","5","6","3","3","2","2","3","2","3","2","2","3","3","2","2","2","2","3","3","1","2","3","3","2","4","43","1","1",""
"2021-01-28 03:22:09","2021-01-28 03:37:24","0","IP0.165638557147079","100","915","1","2021-01-28 03:37:25","ID1.89707308183261","","","","","53.3376007080078125","-1.4770965576171875","anonymous","EN","4","6","4","6","4","4","2","5","6","5","7","6","7","6","7","6","7","5","7","4","5","7","7","7","5","4","5","4","5","6","7","4","6","6","5","5","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","3","4","22","1","1",""
"2021-01-28 03:23:18","2021-01-28 03:37:34","0","IP1.09455422806187","100","856","1","2021-01-28 03:37:34","ID-0.313846810459347","","","","","53.760101318359375","-1.802093505859375","anonymous","EN","4","2","1","2","2","1","5","2","1","2","4","3","2","5","1","3","1","4","5","1","1","4","3","3","1","5","2","5","2","4","1","2","1","2","6","1","3","4","3","2","3","3","2","2","2","2","3","2","3","3","2","3","2","1","2","3","1","5","23","1","1",""
"2021-01-28 03:19:32","2021-01-28 03:37:43","0","IP-1.15616286803883","100","1091","1","2021-01-28 03:37:44","ID0.894419338340325","","","","","52.299102783203125","-0.6941986083984375","anonymous","EN","4","2","5","2","1","2","4","2","1","1","5","4","5","1","3","2","3","5","4","1","2","1","5","7","1","5","1","5","4","5","4","3","3","2","1","1","3","3","4","3","4","3","3","3","3","3","3","3","2","3","4","2","3","3","3","3","3","4","50","1","1",""
"2021-01-28 03:14:25","2021-01-28 03:38:20","0","IP0.265897498648927","100","1434","1","2021-01-28 03:38:20","ID2.2463655802728","","","","","-37.849395751953125","145.112701416015625","anonymous","EN","4","4","4","6","4","5","6","1","1","4","3","5","5","5","6","5","6","5","6","4","5","5","4","3","1","6","4","5","3","2","3","4","2","2","6","5","3","1","1","3","3","3","1","1","3","2","2","1","3","2","2","2","1","1","2","3","1","5","31","1","1",""
"2021-01-28 03:21:30","2021-01-28 03:38:22","0","IP-2.68011481327677","100","1011","1","2021-01-28 03:38:23","ID0.180377119185975","","","","","53.25579833984375","-1.42919921875","anonymous","EN","4","1","2","2","1","1","1","1","2","2","5","7","2","6","4","2","1","5","2","5","6","5","6","1","4","7","4","2","2","3","2","3","5","2","4","4","","3","3","3","2","3","4","4","4","4","4","3","3","3","3","3","3","4","4","2","3","4","27","2","1","I couldn't hear the last video "
"2021-01-28 03:21:50","2021-01-28 03:38:40","0","IP-1.21796129854798","100","1009","1","2021-01-28 03:38:41","ID-0.957282373573803","","","","","52.398406982421875","-0.7256927490234375","anonymous","EN","4","4","6","1","4","2","1","1","1","4","4","1","1","4","1","5","6","2","1","5","1","4","5","5","1","1","5","6","4","5","1","4","1","4","4","3","2","1","1","2","1","2","1","1","2","2","3","1","2","1","2","2","1","1","3","1","1","5","50","1","1",""
